,Object_Description,Program_Description,SubFund_Description,Job_Title_Description,Facility_or_Department,Sub_Object_Description,Location_Description,FTE,Function_Description,Position_Extra,Text_4,Total,Text_2,Text_3,Fund_Description,Text_1
412777,Professional Salaries,Basic Educational Services,, MATH,,General,School ,1,Instruction,,,52515.0462,,,General Fund,
254230,Custodial/Maint Supplies,Undistributed,,,,General,School ,,Plant Maintenance & Operations,,,8262.17,,,General Fund,
400661,Employee Allowance,Undistributed,,CELL PHONE,,Mobile Phone,School ,,School Leadership,,,523.9308565,,,General Fund,
173357,Professional Salaries,Bilingual Education,,T-EL 5TH ESL,,General,School ,1,Instruction,,,53864.90431,,,General Fund,
359777,Career Ladder,Basic Educational Services,,,,General,School ,,Instruction,,,1638.537677,,,General Fund,
24655,Employee Allowance,Athletics and Related,,TRAVEL,,General,Athletics-External ,,Cocurricular & Extra Curricular Activities,,,1049.241713,,,Athletics,
128800,Professional Salaries,Accelerated Education,,INSTRUCT COACH,,Campus Equity,School ,0.5,Curriculum & Instructional Staff Development,,,27717.5434,,,Literacy Initiative (Effective ,
370381,Extra Duty/Signing Bonus Pay,Athletics and Related,,"HC, VOLLEYBALL",,General,School ,,Cocurricular & Extra Curricular Activities,,,2076.265057,,,Athletics,
311916,Professional Salaries,Bilingual Education,,T-EL 2ND ESL,,General,School ,1,Instruction,,,52740.59087,,,General Fund,
185930,General Supplies,Basic Educational Services,,,,Art,School ,,Instruction,,,1000.28,,,General Fund,
150003,Salaries for Support Personnel,Special Education,,EDUC INTER,,Hearing Impaired,ABD,1,Instruction,,,37717.68287,,,IDEA-B Formula,
366546,General Supplies,Athletics and Related,,,,Boys Golf,School ,,Cocurricular & Extra Curricular Activities,,,500.27,,,Athletics,
50832,Professional Salaries,Accelerated Education,,T-HS DELTA,,Delta,School ,0.83,Instruction,,,54905.77704,,,General Fund,
131484,Equipment Maintenance Repairs,Undistributed,,,,General,School ,,Food Services,,,1513.66,,,Nat'l Schl Breakfast & Lunch Prog.,
447485,Salaries for Support Personnel,Undistributed,,CLERK IV- SCH,,General,School ,1,School Leadership,,,31064.78655,,,General Fund,
132607,General Supplies,Special Education,,,,Special Education,School ,,Instruction,,,1218.98,,,General Fund,
13919,Reading Materials including Library Books,Undistributed,,,,General,Board of Trustees,,General Administration,,,499.6,,,General Fund,
198286,Professional Salaries,Undistributed,,HS PRINCIPAL,,General,School ,1,School Leadership,,,129655.7702,,,General Fund,
443924,Professional Salaries,Basic Educational Services,,T-HS SCI- GEN'L,,General,School ,1,Instruction,,,52515.3862,,,General Fund,
272896,Extra Duty/Signing Bonus Pay,Special Education,,,,General,School ,,Instruction,,,5568.199264,,,General Fund,
148234,Misc Operating Expenses,Undistributed,,,,General,Development/Community Partnership,,Community Services,,,2300.37,,,General Fund,
55983,Salaries for Support Personnel,Special Education,,BUS MONITOR,,General,Transportation Office,0.8714,Student Transportation,,,20115.53938,,,General Fund,
395338,Professional Salaries,Basic Educational Services,,T-EL ART,,General,School ,0.17,Instruction,,,9042.136608,,,General Fund,
406610,Employee Allowance,Undistributed,,TRAVEL,,General,Office of Planning and Community Relations,,General Administration,,,2411.85994,,,General Fund,
413437,Professional Salaries,Career and Technology,,T-HS/V TECH ED,,General,School ,1,Instruction,,,52514.9162,,,General Fund,
147122,Salaries for Support Personnel,Undistributed,,CUSTODIAN I,,General,School ,1,Plant Maintenance & Operations,,,29017.60929,,,General Fund,
21488,Extra Duty/Overtime,Undistributed,,,,General,School ,,Plant Maintenance & Operations,,,2051.851851,,,General Fund,
190080,Subs for Support Personnel,Undistributed,,FOOD PROD SUB,,General,Food Service,,Food Services,,,14.84,,,Nat'l Schl Breakfast & Lunch Prog.,
342531,Salaries for Support Personnel,,,Grounds Crew Leader,,,Service Center Bldg & Grounds,1,,,,41352.34703,,,General Fund,
312447,Extra Duty/Signing Bonus Pay,State Comp.Ed.-Support Title I Campuses,,,,General,School ,,Instruction,,,495.708,,,Title I- Part A,
26385,Employee Allowance,Accelerated Education,,CELL PHONE,,Mobile Phone,Learning Support Services,,Social Work Services,,,524.1608565,,,General Fund,
370010,Professional Salaries,Accelerated Education,,T-HS AVID,,AVID supplement,School ,0.33,Instruction,,,17478.56734,,,General Fund,
166206,Extra Duty/Signing Bonus Pay,Undistributed,,DEPT CHAIR,,General,School ,,Cocurricular & Extra Curricular Activities,,,823.5035121,,,General Fund,
355897,Part-Time Hourly,Basic Educational Services,,,,Line Item that is paid with Campus' money,School ,,Instruction,,,5064.751939,,,General Fund,
276540,Employee Allowance,Undistributed,,,,Mobile Phone,Construction Management,,Plant Maintenance & Operations,,,9150.62,,,General Fund,
203846,Professional Salaries,Career and Technology,,T-HS/V FAM/CONS,,General,School ,1,Instruction,,,52964.6089,,,General Fund,
4403,Professional Salaries,,,Principal,,,Assoc. Superintendent - Middle,1,,,,113377.2786,,,General Fund,
329627,Extra Duty/Signing Bonus Pay,Accelerated Education,,,,Delta,School ,,Instruction,,,4369.423804,,,General Fund,
363968,Food/Refreshment,Undistributed,,,,General,Service Center Bldg & Grounds,,Plant Maintenance & Operations,,,0.08,,,General Fund,
400953,Professional Salaries,Bilingual Education,,T-EL 2ND ESL,,General,School ,1,Instruction,,,52515.1162,,,General Fund,
230341,General Supplies,Basic Educational Services,,,,Theatre Arts,School ,,Instruction,,,3159.88,,,General Fund,
326064,Professional Salaries,Undistributed,,ELEM PRINCIPAL,,General,School ,1,School Leadership,,,102699.6666,,,General Fund,
15081,Employee Allowance,Undistributed,,TRAVEL,,General,School ,,School Leadership,,,553.0937363,,,General Fund,
79400,Professional Salaries,Special Education,,LSSP,,General,Special Ed Evaluation Services,1,"Guidance, Counseling and Evaluation Services",,,83578.24222,,,IDEA-B Formula,
131269,Employee Allowance,Undistributed,,TRAVEL,,General,School ,,School Leadership,,,415.4790114,,,General Fund,
417098,Professional Salaries,Basic Educational Services,, P.E.,,General,School ,1,Instruction,,,53437.38022,,,General Fund,
366605,Professional Salaries,Athletics and Related,,T-HS BIOLOGY,,General,School ,0.05,Cocurricular & Extra Curricular Activities,,,3380.819926,,,Athletics,
198007,Professional Salaries,Special Education,,T-HS/SE MATH,,General,School ,1,Instruction,,,52513.7762,,,General Fund,
128150,Extra Duty/Signing Bonus Pay,Undistributed,,NATIONAL BOARD,,National Board,School ,,School Leadership,,,2185.540599,,,General Fund,
50827,Professional Salaries,Basic Educational Services,, BAND,,Band,School ,1,Instruction,,,72728.9357,,,General Fund,
37818,Extra Duty/Signing Bonus Pay,Basic Educational Services,,,,Community Training and Assistance Center,School ,,Instruction,,,57897.77791,,,General Fund,
119774,Custodial/Maint Supplies,Undistributed,,,,Electric,Service Center Bldg & Grounds,,Plant Maintenance & Operations,,,185000.79,,,General Fund,
343144,Professional Salaries,Basic Educational Services,, AD SOC SC,,General,School ,1,Instruction,,,52514.4362,,,General Fund,
103187,Reproduction Services,Accelerated Education,,,,Student Discipline,Educational Support Services,,Social Work Services,,,13288.09,,,General Fund,
71121,Salaries for Support Personnel,Accelerated Education,,,,Cycle  (used for grants),State/Federal Compliance & Accountability,,Instructional Leadership,,,-0.4,,,Title I- Part A,
334124,Extra Duty/Signing Bonus Pay,State Comp.Ed.-Support Title I Campuses,,,,Account For Learning,School ,,Instruction,,,10961.26432,,,General Fund,
3280,Part-Time Hourly,Basic Educational Services,,,,Line Item that is paid with Campus' money,School ,,Instruction,,,1012.701904,,,General Fund,
102843,Professional Salaries,Basic Educational Services,, SOC SCI,,General,School ,1,Instruction,,,56227.2582,,,General Fund,
246480,Employee Allowance,Undistributed,,,,Mobile Phone,Second Languages/Journalism,,Instructional Leadership,,,0.57,,,General Fund,
286314,Employee Allowance,Undistributed,,TRAVEL,,General,Information System Administration,,Data Processing Services,,,2871.255689,,,General Fund,
349845,Salaries for Support Personnel,,,Special Ed Teacher Assistant,,,School ,1,,,,31265.43576,,,General Fund,
276423,Part-Time Hourly,Undistributed,,,,General,Construction Management,,Plant Maintenance & Operations,,,35000.24,,,General Fund,
84443,Miscellaneous Contracted Srvcs,Undistributed,,,,Laundry,School ,,Food Services,,,747.37,,,Nat'l Schl Breakfast & Lunch Prog.,
341467,Professional Salaries,Special Education,,T-EL/SE,,General,School ,1,Instruction,,,53863.89431,,,General Fund,
21125,Food/Refreshment,Basic Educational Services,,,,Line Item that is paid with Campus' money,School ,,Instruction,,,499.8,,,General Fund,
425098,General Supplies,Accelerated Education,,,,AVID supplement,College Readiness,,Instruction,,,15500.22,,,General Fund,
178083,Career Ladder,Undistributed,,,,General,School ,,Instructional Resource & Media Services,,,1639.537677,,,General Fund,
419300,Extra Duty/Signing Bonus Pay,Accelerated Education,,,,Tutoring,School ,,Instruction,,,11160.4569,,,General Fund,
49574,,Basic Educational Services,,,,Delta,School ,,Instruction,,,-0.57,,,General Fund,
358087,Salaries for Support Personnel,Special Education,,M/V MECH III,,General,Transportation Office,1,Student Transportation,,,54383.59939,,,General Fund,
99901,Professional Salaries,Bilingual Education,,T-EL 4TH BIL,,General,School ,1,Instruction,,,54112.73759,,,General Fund,
84623,General Supplies,Athletics and Related,,,,Boys Basketball,School ,,Cocurricular & Extra Curricular Activities,,,2399.36,,,Athletics,
91307,Professional Salaries,Undistributed,,LIBRARIAN- ELEM,,General,School ,1,Instructional Resource & Media Services,,,66354.4411,,,General Fund,
217504,Employee Allowance,Undistributed,,TRAVEL,,General,School ,,School Leadership,,,552.4337363,,,General Fund,
409654,Extra Duty/Overtime,Special Education,,,,General,Primary Center,,Instruction,,,0.05,,,General Fund,
171864,Employee Allowance,Undistributed,,TRAVEL,,Community Training and Assistance Center,Strategic Compensation Initiative,,Curriculum & Instructional Staff Development,,,2870.695689,,,General Fund,
142676,General Supplies,Career and Technology,,,,Business,School ,,Instruction,,,1750.57,,,General Fund,
97900,Salaries for Support Personnel,Undistributed,,SECUR SYST ANLY,,General,District Police,1,Security & Monitoring Servicess,,,62614.1726,,,General Fund,
366895,Extra Duty/Signing Bonus Pay,Basic Educational Services,,TRAVEL,,Choral Music,School ,,Instruction,,,255.5059176,,,General Fund,
64581,Salaries for Support Personnel,Undistributed,,FIELD TECH I,,General,Network Support,1,Data Processing Services,,,37736.83442,,,General Fund,
306936,,Undistributed,,,,General,Information System Administration,,Data Processing Services,,,621785.7,,,General Fund,
193705,Reproduction Services,State Comp.Ed.-Support Title I Campuses,,,,General,School ,,Curriculum & Instructional Staff Development,,,1000.49,,,Title I- Part A,
215976,Professional Salaries,Prekindergarten,,T-EL PK BIL,,Pre-K,School ,1,Instruction,,,67953.21586,,,General Fund,
46251,Part-Time Hourly,High School Allotment,,,,General,School ,,Curriculum & Instructional Staff Development,,,-0.25,,,General Fund,
431638,,Accelerated Education,,,,Cycle  (used for grants),School ,,Community Services,,,1.11,,, Century Community Learning,
88186,Employee Allowance,Accelerated Education,,CELL PHONE,,General,Learning Support Services,,"Guidance, Counseling and Evaluation Services",,,436.2373804,,,General Fund,
141970,Professional Salaries,Undistributed,,SCIENCE SPEC,,Cycle  (used for grants),Science and Health,1,Curriculum & Instructional Staff Development,,,70997.10357,,,National Wildlife Federation,
375734,Professional Salaries,Bilingual Education,,T-EL KIN ESL,,General,School ,1,Instruction,,,53527.03441,,,General Fund,
356445,Professional Salaries,Special Education,,T-EL/SE,,General,School ,1,Instruction,,,53188.75357,,,General Fund,
248460,Professional Salaries,Special Education,,T-HS/SE HEAR IM,,Hearing Impaired,School ,0.4,Instruction,,,22032.90709,,,School for the Deaf,
194848,Employee Allowance,Undistributed,,CELL PHONE,,Mobile Phone,Educator Quality ,,Curriculum & Instructional Staff Development,,,524.8408565,,,General Fund,
239446,Food/Refreshment,Basic Educational Services,,,,Line Item that is paid with Campus' money,School ,,Instruction,,,-0.36,,,General Fund,
422321,Subs for Support Personnel,Undistributed,,,,General,Student Services,,General Administration,,,10923.58451,,,General Fund,
97581,Software,Undistributed,,,,General,Purchasing,,General Administration,,,499.16,,,General Fund,
43419,Professional Salaries,Bilingual Education,,T-EL 4TH BIL,,General,School ,1,Instruction,,,52514.6362,,,General Fund,
105726,Extra Duty/Overtime,Undistributed,,,,General,School ,,Food Services,,,1567.776,,,Nat'l Schl Breakfast & Lunch Prog.,
46865,Salaries for Support Personnel,Undistributed,,CUSTODIAN I,,General,School ,1,Plant Maintenance & Operations,,,31812.40045,,,General Fund,
386304,Salaries for Support Personnel,Accelerated Education,,COMM SCH ST CDR,,Cycle  (used for grants),School ,1,Community Services,,,53479.04295,,, Century Community Learning,
194045,Salaries for Support Personnel,Accelerated Education,,TCHR ASST- SP E,,Stud Support,Prekindergarten Demonstration School,1,Instruction,,,30481.4682,,,General Fund,
305622,Extra Duty/Signing Bonus Pay,Athletics and Related,,"HC, BASKETBALL",,General,School ,,Cocurricular & Extra Curricular Activities,,,2075.485057,,,Athletics,
413718,Salaries for Support Personnel,Undistributed,,PROG/ANALY IV,,General,Management Info System,1,Data Processing Services,,,92003.30031,,,General Fund,
401240,Professional Salaries,,,Bilingual Speech Language Pathologist,,,Special Education,1,,,,60943.3954,,,General Fund,
141825,Extra Duty/Overtime,Undistributed,,,,Line Item that is paid with Campus' money,School ,,Plant Maintenance & Operations,,,506.6521613,,,General Fund,
272678,Non Food,Undistributed,,,,General,School ,,Food Services,,,5134.16,,,Nat'l Schl Breakfast & Lunch Prog.,
218114,Extra Duty/Signing Bonus Pay,Basic Educational Services,,NATIONAL BOARD,,National Board,School ,,Instruction,,,2183.740599,,,General Fund,
266362,Professional Salaries,Accelerated Education,,MS INTRV PRGM,,Math/Reading Middle School Initiative,School ,1,Curriculum & Instructional Staff Development,,,85873.8797,,,General Fund,
327371,General Supplies,Basic Educational Services,,,,Physical Education,School ,,Instruction,,,250.19,,,General Fund,
33815,Career Ladder,Basic Educational Services,,CL ,,General,School ,,Instruction,,,3276.895353,,,General Fund,
159415,Employee Allowance,Undistributed,,TRAVEL,,General,School ,,School Leadership,,,1036.852692,,,General Fund,
93278,Electricity,Undistributed,,,,General,School ,,Plant Maintenance & Operations,,,65991.82,,,General Fund,
77939,General Supplies,Career and Technology,,,,General,School to Work,,Curriculum & Instructional Staff Development,,,-0.58,,,Voc Ed- Basic Grant,
341741,Professional Salaries,Undistributed,,ELEM ASST PRIN,,General,School ,0.5,School Leadership,,,33497.44802,,,General Fund,
