,Function,Use,Sharing,Reporting,Student_Type,Position_Type,Object_Type,Pre_K,Operating_Status,Object_Description,Text_2,SubFund_Description,Job_Title_Description,Text_3,Text_4,Sub_Object_Description,Location_Description,FTE,Function_Description,Facility_or_Department,Position_Extra,Total,Program_Description,Fund_Description,Text_1
337126,NO_LABEL,NO_LABEL,NO_LABEL,NO_LABEL,NO_LABEL,NO_LABEL,NO_LABEL,NO_LABEL,Non-Operating,Student Transportation Purchased from Another District Within the State,,Special Instruction,,,,Pupil Transportation *,,,Disadvantaged Youth *,,,9366.69,,Title I - Disadvantaged Children/Targeted Assistance,ESEA TITLE I
61319,School Administration,Leadership,School Reported,School,Unspecified,Sec/Clerk/Other Admin,Benefits,NO_LABEL,PreK-12 Operating,CONTRA BENEFITS,,GENERAL FUND,Secretary II ,n/a,,,,,NON-PROJECT,,UNDESIGNATED,-335.68,EMPLOYEE BENEFITS,,EMPLOYEE BENEFITS
162776,Student Transportation,O&M,Shared Services,Non-School,Special Education,Other,Benefits,NO_LABEL,PreK-12 Operating,EMPLOYEE BENEFITS,TRANSPORTATION,GENERAL FUND,Bus Driver Less than  Yr ,n/a,,,GARAGE,,NON-PROJECT,,"CRAFTS, TRADES, AND SERVICES",674.71,TRANSPORTATION-OPERATIONS,,STUDENT TRANSPORTATION
166020,Professional Development,ISPD,School Reported,School,Unspecified,Instructional Coach,Benefits,NO_LABEL,PreK-12 Operating,EMPLOYER PD MED CONTRIBUTION,,FEDERAL GDPG FUND - FY ,"Facilitator,Elem ",Regular,,,,,TITLE II-PART A-TEACHER QUALIT,,PROFESSIONAL-INSTRUCTIONAL,94.45,LITERACY COACHES,,INSTRUCTIONAL STAFF
106892,NO_LABEL,NO_LABEL,NO_LABEL,NO_LABEL,NO_LABEL,NO_LABEL,NO_LABEL,NO_LABEL,Non-Operating,Supplies and Materials,,Community Services,,,,Supplies And Materials,,,Other Community Services *,,,1740.56,,Title I - Disadvantaged Children/Targeted Assistance,PI-PUBLIC
411306,Teacher Compensation,Instruction,School Reported,School,Unspecified,Teacher,Benefits,NO_LABEL,PreK-12 Operating,EMPLOYEE BENEFITS,,GENERAL FUND,"Teacher, Elementary ",Regular,,,,,ELA S - TEACHING SPANISH ONLY,,PROFESSIONAL-INSTRUCTIONAL,440.37,GENERAL ELEMENTARY EDUCATION,,REGULAR INSTRUCTION
263550,Substitute Compensation,Instruction,School Reported,School,Unspecified,Substitute,Base Salary/Compensation,NO_LABEL,PreK-12 Operating,SALARIES OF PART TIME EMPLOYEE,,GENERAL FUND,"Teacher, Short Term Sub ",Turnaround,,,,0.00446609,NON-PROJECT,,PROFESSIONAL-INSTRUCTIONAL,110.3373832,INSTRUCTIONAL STAFF TRAINING,,INSTRUCTIONAL STAFF
58510,Teacher Compensation,Instruction,School Reported,School,Unspecified,Teacher,Benefits,NO_LABEL,PreK-12 Operating,EMPLOYEE BENEFITS,,GENERAL FUND,"Teacher, Secondary (High) ",Regular,,,,,NON-PROJECT,,PROFESSIONAL-INSTRUCTIONAL,1064.66,GENERAL HIGH SCHOOL EDUCATION,,REGULAR INSTRUCTION
203257,NO_LABEL,NO_LABEL,NO_LABEL,NO_LABEL,NO_LABEL,NO_LABEL,NO_LABEL,NO_LABEL,Non-Operating,Regular *,,Community Services,,,,Certificated Employees Salaries And Wages,,,Non-Public School Services *,,,-10915.87,,Title I - Disadvantaged Children/Targeted Assistance,NONPUBLIC SALARY DIFFEREN
381070,Facilities & Maintenance,O&M,Shared Services,Non-School,Unspecified,Non-Position,Supplies/Materials,NO_LABEL,PreK-12 Operating,GENERAL SUPPLIES,FACILITY SERVICES,DISTRICT SPECIAL REVENUE FUNDS,(blank),n/a,,,COMMUNITY USE OF FACILITIES,,COMMUNITY USE OF BUILDINGS,,UNDESIGNATED,317.58,COMMUNITY SERVICE,,COMMUNITY SERVICES OPERATION
6409,Substitute Compensation,Instruction,School Reported,School,Unspecified,Substitute,Base Salary/Compensation,NO_LABEL,PreK-12 Operating,SALARIES OF PART TIME EMPLOYEE,TEACHER SUBS,GENERAL FUND,"Teacher, Short Term Sub ",Regular,,,,0.006465517,UNALLOC BUDGETS/SCHOOLS,,PROFESSIONAL-INSTRUCTIONAL,163.8519077,GENERAL ELEMENTARY EDUCATION,,REGULAR INSTRUCTION
360835,Library & Media,Instruction,School Reported,School,Unspecified,Other,Base Salary/Compensation,Non PreK,PreK-12 Operating,Salaries Or Wages For Support Personnel,,Operations,SCHOOL LIBRARY AIDE,,Undistributed,Salaries Or Wages For Support Personnel,School ,1,Instructional Resources And Media Services,All Campus Payroll,LIBRARIAN AIDE,21073.08849,Undistributed,General Operating Fund,REGULAR PAY
241207,NO_LABEL,NO_LABEL,School Reported,School,NO_LABEL,NO_LABEL,Other Non-Compensation,NO_LABEL,PreK-12 Operating,SCHOOLWIDE SCHOOLS,,TITLE II-A-IMPROVING TEACHER QUALITY,,,,,,,INSTRUCTION,,,499.84,"Title II-A, Improving Teacher Quality",Title II,
398368,Food Services,O&M,School Reported,School,Unspecified,Coordinator/Manager,Base Salary/Compensation,NO_LABEL,PreK-12 Operating,SALARIES OF PART TIME EMPLOYEE,FOOD SERVICES,FOOD SERVICE FUND,"Manager, Food Service ",Regular,,,,0.791504647,NON-PROJECT,,"CRAFTS, TRADES, AND SERVICES",22468.71768,FOOD PREPARATION/SERVING,,FOOD SERVICES OPERATIONS
221855,School Administration,Leadership,School Reported,School,Unspecified,Sec/Clerk/Other Admin,Benefits,NO_LABEL,PreK-12 Operating,CONTRA BENEFITS,,GENERAL FUND,Secretary II ,n/a,,,,,NON-PROJECT,,UNDESIGNATED,-38.44,EMPLOYEE BENEFITS,,EMPLOYEE BENEFITS
229317,Substitute Compensation,Instruction,School Reported,School,PreK,Substitute,Benefits,PreK,PreK-12 Operating,EMPLOYEE BENEFITS,,ITEMGD PRESCHOOL PROGRAM,"Teacher, Short Term Sub ",Regular,,,,,ELPA - PRESCHOOL PROG,,PROFESSIONAL-INSTRUCTIONAL,2.5,EARLY CHILDHOOD,,REGULAR INSTRUCTION
68208,NO_LABEL,NO_LABEL,NO_LABEL,NO_LABEL,NO_LABEL,NO_LABEL,NO_LABEL,NO_LABEL,Non-Operating,Contracted Food Services,,Community Services,,,,Contracted Craft Or Trade Services *,,,Other Community Services *,,,-1005.04,,Title I - Disadvantaged Children/Targeted Assistance,PARENT INVL-P/NP 
227618,Teacher Compensation,Instruction,School Reported,School,Unspecified,Teacher,Base Salary/Compensation,Non PreK,PreK-12 Operating,Salaries And Wages For Teachers And Other Professi,,Operations,"TEACHER, ESL EDUCATION",,,Salaries And Wages For Teachers And Other Professi,School ,1,Instruction,All Campus Payroll,TEACHER MASTER,56038.20723,Bilingual Education And Special Language Programs,General Operating Fund,REGULAR PAY
321301,NO_LABEL,NO_LABEL,NO_LABEL,NO_LABEL,NO_LABEL,NO_LABEL,NO_LABEL,NO_LABEL,Non-Operating,Regular *,,Special Instruction,,,,Certificated Employees Salaries And Wages,,,Disadvantaged Youth *,,,-158096.99,,Title I - Disadvantaged Children/Targeted Assistance,ESEA TITLE I
339773,Teacher Compensation,Instruction,School Reported,School,Unspecified,Teacher,Base Salary/Compensation,NO_LABEL,PreK-12 Operating,CLASSROOM TEACHER             ,,,"TEACHER, INTENSIVE READING    ",,,,School ,0.541665503,BASIC (FEFP K-12)             ,,,27225.7324,,GENERAL FUND                  ,INTENSIVE READING DOP - SAI   
131725,NO_LABEL,NO_LABEL,NO_LABEL,NO_LABEL,NO_LABEL,NO_LABEL,NO_LABEL,NO_LABEL,Non-Operating,EMPLOYEE BENEFITS,BOND EXPENDITURES,BUILDING FUND,"Manager, Purchasing ",,,,CONSTRUCTION SERVICES,,ADM  GOB,,PROFESSIONAL-OTHER,2225.57,OTHER FACILITIES ACQUISITION,,OTHER FACILITIES ACQUISITION
69006,NO_LABEL,NO_LABEL,NO_LABEL,NO_LABEL,NO_LABEL,NO_LABEL,NO_LABEL,NO_LABEL,Non-Operating,Supplies and Materials,,Community Services,,,,Supplies And Materials,,,Other Community Services *,,,5233.37,,Title I - Disadvantaged Children/Targeted Assistance,TITLE I - PARENT INVOLVEM
403899,Aides Compensation,Instruction,School Reported,School,Unspecified,TA,Base Salary/Compensation,NO_LABEL,PreK-12 Operating,,GENERAL EDUCATION,LOCAL,"EDUCATIONAL AIDE,70 HRS",,,,,1,,,,33190.65205,,,
137439,Student Transportation,O&M,Shared Services,Non-School,Unspecified,Other,Other Compensation/Stipend,Non PreK,PreK-12 Operating,Extra Duty Pay/Overtime For Support Personnel,,Operations,"TRANSPORTATION,BUS DRIVERS,REG",,transportation - Second Runs,Extra Duty Pay/Overtime For Support Personnel,Unallocated,,Transportation,Transportation Department,BUS DRIVER,3563.22,Undistributed,General Operating Fund,OVERTIME
42046,Teacher Compensation,Instruction,School Reported,School,Unspecified,Teacher,Base Salary/Compensation,Non PreK,PreK-12 Operating,Personal Services - Teachers,,,TCHER SOCIAL STUDIES (SEC),,Regular Instruction,,,1,,,TEACHER,20111.48,Instruction - Regular,General Purpose School,
159971,Curriculum Development,NO_LABEL,Leadership & Management,Non-School,NO_LABEL,NO_LABEL,Equipment & Equipment Lease,NO_LABEL,PreK-12 Operating,PURCHASE OF EQUIPMENT-OTHER THAN BUSES AND COMPUTE,,HIGH SCHOOL GENERAL ED PROGRAM 9-12,,,,,ADMIN. SERVICES,,INSTRUCTION,,,43.89,HIGH SCHOOL GENERAL EDUCATION PROGRAM 9-12,General Fund,
127055,Physical Health & Services,Pupil Services & Enrichment,School on Central Budgets,Non-School,Special Education,Physical Therapist,Other Compensation/Stipend,NO_LABEL,PreK-12 Operating,ADDITIONAL/EXTRA DUTY PAY/STIP,,ARRA - STIMULUS,Physical Therapist ,n/a,,,SPECIAL EDUCATION,,IDEA ARRA,,PROFESSIONAL-INSTRUCTIONAL,261.75144,INSTRUCTIONAL STAFF TRAINING,,INSTRUCTIONAL STAFF
14828,Teacher Compensation,Instruction,School Reported,School,Special Education,Teacher,Benefits,NO_LABEL,PreK-12 Operating,EMPLOYEE BENEFITS,,GENERAL FUND,Teacher,Regular,,,,,SPECIAL ED. - MILD/MODERATE,,PROFESSIONAL-INSTRUCTIONAL,933.11,SPECIAL EDUCATION-CONVERSION,,SPECIAL EDUCATION
193205,Curriculum Development,ISPD,School Reported,School,Unspecified,Teacher,Other Compensation/Stipend,NO_LABEL,PreK-12 Operating,EXTRA DUTY PAY-INSTRUCTIONAL  ,,,"TEACHER, LANG ARTS-HIGH       ",,,,School ,,INST & CURRICULUM DEV SVCS    ,WRITING TEAMS                 ,,340.54,,GENERAL FUND                  ,SCHOOL OPERATING ACCOUNT      
328123,Enrichment,Pupil Services & Enrichment,School Reported,School,Unspecified,Non-Position,Other Non-Compensation,NO_LABEL,PreK-12 Operating,TRANSPORTATION/FIELD TRIPS,,GENERAL FUND,(blank),Turnaround,,,,,NON-PROJECT,,UNDESIGNATED,39904.64,GENERAL HIGH SCHOOL EDUCATION,,REGULAR INSTRUCTION
248241,NO_LABEL,NO_LABEL,School Reported,School,NO_LABEL,NO_LABEL,Contracted Services,NO_LABEL,PreK-12 Operating,PURCHASED PROFESSIONAL AND TECH SVCS-OTHER FEES,,PRIMARY GRADES PROGRAM ,,,,,,,INSTRUCTION,,,261.42,PRIMARY GRADES PROGRAM ,General Fund,
199781,NO_LABEL,NO_LABEL,School Reported,School,NO_LABEL,NO_LABEL,Contracted Services,NO_LABEL,PreK-12 Operating,OTHER PURCHASED SERVICES,,MISCELLANEOUS,,,,,,,INSTRUCTION,,,327.32,Misc,General Fund,
287737,Enrichment,Pupil Services & Enrichment,Leadership & Management,Non-School,Unspecified,Other,Benefits,NO_LABEL,PreK-12 Operating,CONTRA BENEFITS,,GENERAL FUND,Misc Fee Basis ,n/a,,,ATHLETICS & STUDENT ACTIVITIES,,NON-PROJECT,,UNDESIGNATED,-6.25,EMPLOYEE BENEFITS,,EMPLOYEE BENEFITS
47750,NO_LABEL,NO_LABEL,NO_LABEL,NO_LABEL,NO_LABEL,NO_LABEL,NO_LABEL,NO_LABEL,Non-Operating,Other Professional and Technical Services,,Community Services,,,,Professional And Technical Services *,,,Non-Public School Services *,,,-1600.85,,Title I - Disadvantaged Children/Targeted Assistance,ARRA-NONPUBLIC BLDG ALLOC
216863,NO_LABEL,NO_LABEL,NO_LABEL,NO_LABEL,NO_LABEL,NO_LABEL,NO_LABEL,NO_LABEL,Non-Operating,Classroom Supplies,,Special Instruction,,,,General Supplies *,,,Disadvantaged Youth *,,,-515.39,,Title I - Disadvantaged Children/Targeted Assistance,TITLE  SCHOOLWIDE
165886,Teacher Compensation,Instruction,School on Central Budgets,Non-School,Unspecified,Teacher,Other Compensation/Stipend,NO_LABEL,PreK-12 Operating,ADDITIONAL/EXTRA DUTY PAY/STIP,,LEVY OVERRIDE,"Teacher, Summer School ",n/a,,,ALL SCHOOLS-UNDISTRIBUTED,,EXTENDED LEARNING,,PROFESSIONAL-INSTRUCTIONAL,2171.88552,INSTRUCTIONAL STAFF TRAINING,,INSTRUCTIONAL STAFF
258503,School Administration,Leadership,School Reported,School,Unspecified,Sec/Clerk/Other Admin,Base Salary/Compensation,NO_LABEL,PreK-12 Operating,SALARIES OF REGULAR EMPLOYEES,,GENERAL FUND,Secretary I ,Regular,,,,,NON-PROJECT,,OFFICE/ADMINISTRATIVE SUPPORT,1276.26472,SUPPORT SERVICES-SCHOOL ADMIN,,SCHOOL ADMINISTRATION
281390,Substitute Compensation,Instruction,School Reported,School,Unspecified,Teacher,Substitute Compensation,NO_LABEL,PreK-12 Operating,TEACHER COVERAGE FOR TEACHER,TEACHER SUBS,GENERAL FUND,"Teacher, Secondary (High) ",Alternative,,,,,NON-PROJECT,,PROFESSIONAL-INSTRUCTIONAL,102.37112,GENERAL HIGH SCHOOL EDUCATION,,REGULAR INSTRUCTION
444979,Teacher Compensation,Instruction,School Reported,School,Unspecified,Teacher,Base Salary/Compensation,NO_LABEL,PreK-12 Operating,SALARIES OF REGULAR EMPLOYEES,,GENERAL FUND,"Teacher, Elementary ",Regular,,,,,ELA E-TEACHING SHELTERED ENG,,PROFESSIONAL-INSTRUCTIONAL,3045.4,GENERAL ELEMENTARY EDUCATION,,REGULAR INSTRUCTION
405150,Substitute Compensation,Instruction,School Reported,School,Special Education,Substitute,Substitute Compensation,NO_LABEL,PreK-12 Operating,OTHER PERSONAL SERVICES       ,,,SUB TEACHER ALL               ,,,,School ,0,EXCEPTIONAL                   ,,,154.37,,GENERAL FUND                  ,
222524,Library & Media,Instruction,School Reported,School,Unspecified,Librarian,Base Salary/Compensation,NO_LABEL,PreK-12 Operating,SALARIES OF REGULAR EMPLOYEES,,GENERAL FUND,Library Tech I ,Regular,,,,,NON-PROJECT,,PARAPROFESSIONAL,538.32608,SCHOOL LIBRARY SERVICES,,INSTRUCTIONAL STAFF
99678,Facilities & Maintenance,NO_LABEL,School Reported,School,NO_LABEL,Custodian,NO_LABEL,NO_LABEL,PreK-12 Operating,,,,Building Custodian I,,,,,1,,,BUILDING CUSTODIAN ,47640.94,Misc,General Fund,
189949,Teacher Compensation,Instruction,School Reported,School,NO_LABEL,Teacher,NO_LABEL,NO_LABEL,PreK-12 Operating,,,,Teacher-Elementary ,,,,,0.2,,,5TH GRADE ARRA,12267.678,Misc,Schoolwide Schools,
401757,Teacher Compensation,Instruction,School Reported,School,Unspecified,Teacher,Benefits,NO_LABEL,PreK-12 Operating,EMPLOYEE BENEFITS,,GENERAL FUND,"Teacher, Elementary ",Regular,,,,,ELA E-TEACHING SHELTERED ENG,,PROFESSIONAL-INSTRUCTIONAL,5195.07,GENERAL ELEMENTARY EDUCATION,,REGULAR INSTRUCTION
81093,NO_LABEL,NO_LABEL,NO_LABEL,NO_LABEL,NO_LABEL,NO_LABEL,NO_LABEL,NO_LABEL,Non-Operating,Supplies and Materials,,Special Instruction,,,,Supplies And Materials,,,Disadvantaged Youth *,,,17959.89,,Title I - Disadvantaged Children/Targeted Assistance, TITLE I BLDG ALLOC
3253,Extended Time & Tutoring,Instruction,School Reported,School,Special Education,Teacher,Other Compensation/Stipend,Non PreK,PreK-12 Operating,Salaries And Wages For Teachers And Other Professi,,Student Success Initiative Grant,"TEACHER, SPECIAL EDUCATION",,Basic Educational Services - District Objective ,Extended Week,School ,,Instruction,Instruction And Curriculum,TEACHER BACHELOR,104.4279606,Basic Educational Services,Intensive Reading Instruction Initiative Grant,MISCELLANEOUS 
107210,Instructional Materials & Supplies,Instruction,School Reported,School,Unspecified,Non-Position,Supplies/Materials,NO_LABEL,PreK-12 Operating,GENERAL SUPPLIES,,GENERAL FUND,(blank),Turnaround,,,,,NON-PROJECT,,UNDESIGNATED,1174.17,JOURNALISM,,REGULAR INSTRUCTION
314736,NO_LABEL,NO_LABEL,NO_LABEL,NO_LABEL,NO_LABEL,NO_LABEL,NO_LABEL,NO_LABEL,Non-Operating,SALARIES OF REGULAR EMPLOYEES,UNASSIGNED PERS/PAID LEAVES,GENERAL FUND,Psychologist ,n/a,,,PERSONNEL-PAID LEAVE,0.083335547,NON-PROJECT,,PROFESSIONAL-INSTRUCTIONAL,,STAFF SERVICES,,CENTRAL
297268,Teacher Compensation,Instruction,School Reported,School,Unspecified,Teacher,Other Compensation/Stipend,Non PreK,PreK-12 Operating,Salaries And Wages For Teachers And Other Professi,,Operations,"TEACHER, REGULAR",,Basic Educational Services - District Objective ,Critical Needs Incentive,School ,,Instruction,All Campus Payroll,TEACHER BACHELOR,1500.5,Basic Educational Services,General Operating Fund,CRITICAL NEEDS SUPPLEMENT
308729,Student Transportation,O&M,Shared Services,Non-School,Special Education,Other,Benefits,NO_LABEL,PreK-12 Operating,RETIREMENT CONTRIB.,,GENERAL FUND, Hour Bus Driver  Yrs ,n/a,,,,,EMPLOYEE RETIREMENT,,UNDESIGNATED,105.54,EMPLOYEE BENEFITS,,EMPLOYEE BENEFITS
373532,Facilities & Maintenance,O&M,School Reported,School,Unspecified,Custodian,Base Salary/Compensation,Non PreK,PreK-12 Operating,Regular *,FACILITIES,Operation and Maintenance of Plant Services,CUSTODIAN,,,,EN CUSTODIAL,1,Care and Upkeep of Building Services,,,77350.06704,,General,FACILITIES ADMINISTRATION
133355,NO_LABEL,NO_LABEL,NO_LABEL,NO_LABEL,NO_LABEL,NO_LABEL,NO_LABEL,NO_LABEL,Non-Operating,SALARIES FOR OVERTIME,BOND EXPENDITURES,BUILDING FUND,Custodian - PT -  Jobs ,,,,CONSTRUCTION SERVICES,,ADM  GOB,,"CRAFTS, TRADES, AND SERVICES",531.46984,OTHER FACILITIES ACQUISITION,,OTHER FACILITIES ACQUISITION
122758,NO_LABEL,NO_LABEL,NO_LABEL,NO_LABEL,NO_LABEL,NO_LABEL,NO_LABEL,NO_LABEL,Non-Operating,Personal Services - Employees Salaries and Wages,,Special Instruction,,,,Personal Services - Employees Salaries And Wages,,,Disadvantaged Youth *,,,3580.57,,Title I - Disadvantaged Children/Targeted Assistance,TURN AROUND SCHOOLS
74597,Facilities & Maintenance,O&M,School Reported,School,Unspecified,Custodian,Base Salary/Compensation,NO_LABEL,PreK-12 Operating,OTHER SUPPORT PERSONNEL       ,,,CUSTODIAN                     ,,,,School ,1,OPERATION OF PLANT            ,,,28499.35109,,GENERAL FUND                  ,
72981,Substitute Compensation,Instruction,School Reported,School,Unspecified,Substitute,Substitute Compensation,Non PreK,PreK-12 Operating,Personal Services - Substitute Teachers Certified,,,,,Regular Instruction,,,0,,,RETIREE SUBSTITUTE TEACHER,166.8,Instruction - Regular,General Purpose School,
376081,Enrichment,Pupil Services & Enrichment,School on Central Budgets,Non-School,Unspecified,Teacher,Base Salary/Compensation,NO_LABEL,PreK-12 Operating,,AFTERSCHOOL PROGRAMS,"SUMMER ED, ARTS & SPORTS - SEAS",Teacher (Afterschool),,,,OFFICE OF COMMUNITY & EDUCATION PROGRAMS,0.025,,,,2192.231608,,,
261367,Student Transportation,O&M,Shared Services,Non-School,Special Education,Other,Other Compensation/Stipend,NO_LABEL,PreK-12 Operating,BONUSES                       ,,,BUS ASSISTANT I               ,,,,TRANSPORTATION                ,0,PUPIL TRANSPORTATION SERVICES ,,,19.22,,GENERAL FUND                  ,
330349,NO_LABEL,NO_LABEL,NO_LABEL,NO_LABEL,NO_LABEL,NO_LABEL,NO_LABEL,NO_LABEL,Non-Operating,Other Professional and Technical Services,,Regular Instruction,,,,Professional And Technical Services *,,,Other Regular,,,-765.33,,Miscellaneous State Grants,TUTORIAL GRANT 
355652,Substitute Compensation,Instruction,School Reported,School,Unspecified,Substitute,Base Salary/Compensation,NO_LABEL,PreK-12 Operating,SALARIES OF PART TIME EMPLOYEE,TEACHER SUBS,GENERAL FUND,"Teacher, Short Term Sub ",Regular,,,,0.004310345,UNALLOC BUDGETS/SCHOOLS,,PROFESSIONAL-INSTRUCTIONAL,109.5079385,GENERAL ELEMENTARY EDUCATION,,REGULAR INSTRUCTION
105568,Teacher Compensation,Instruction,School on Central Budgets,Non-School,Unspecified,Teacher,Other Compensation/Stipend,Non PreK,PreK-12 Operating,Personal Services - Other Compensation,,,,,Regular Instructional Support,,District Wide Resources,0,,,TIME CARD CERTIFIEDAddl,250.76,Support - Regular Instruction,General Purpose School,
359884,NO_LABEL,NO_LABEL,NO_LABEL,NO_LABEL,NO_LABEL,NO_LABEL,NO_LABEL,NO_LABEL,Non-Operating,Classroom Supplies,,Regular Instruction,,,,General Supplies *,,,Elementary,,,-1500.1,,Title I - Disadvantaged Children/Targeted Assistance,TITLE I SCHOOLWIDE
302273,Teacher Compensation,Instruction,School on Central Budgets,Non-School,Special Education,Teacher,Benefits,NO_LABEL,PreK-12 Operating,EMPLOYEE BENEFITS,SEVERE DISABILITIES,GENERAL FUND,"Teacher, Itinerant ",n/a,,,SPECIAL EDUCATION,,SPECIAL ED. - SEVERE NEEDS,,PROFESSIONAL-INSTRUCTIONAL,1799.54,AUTISM,,SPECIAL EDUCATION
268442,Teacher Compensation,Instruction,School Reported,School,Unspecified,Teacher,Benefits,NO_LABEL,PreK-12 Operating,CONTRA BENEFITS,,GENERAL FUND,"Teacher, Hrly ",n/a,,,,,NON-PROJECT,,UNDESIGNATED,-68.13,EMPLOYEE BENEFITS,,EMPLOYEE BENEFITS
60702,Aides Compensation,Instruction,School Reported,School,NO_LABEL,TA,NO_LABEL,NO_LABEL,PreK-12 Operating,,,,Instructional Parapro-Sp Ed,,,,,1,,,SCHOOL ASST - SPECIAL ED ,23800.0576,VI-B FLOWTHROUGH SPECIAL EDUCATION FUND ,Special Education,
422512,Governance,Leadership,Leadership & Management,Non-School,Unspecified,Non-Position,Travel & Conferences,Non PreK,PreK-12 Operating,Personal Services - Other Compensation,,,,,Board of Education,,,0,,,Travel Allotment,4321.371518,District Administration,General Purpose School,
14178,Substitute Compensation,Instruction,School Reported,School,Unspecified,Substitute,Base Salary/Compensation,NO_LABEL,PreK-12 Operating,SALARIES OF PART TIME EMPLOYEE,TEACHER SUBS,GENERAL FUND,"Teacher, Super Sub D/D ",Regular,,,,0.004310345,UNALLOC BUDGETS/SCHOOLS,,PROFESSIONAL-INSTRUCTIONAL,164.9966984,GENERAL MIDDLE/JUNIOR HIGH SCH,,REGULAR INSTRUCTION
